targetTaxonName,sourceTaxonName,interaction_pair_fraction,decimalLatitude,decimalLongitude
Alchorneopsis floribunda,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Herrania kanukuensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Maquira guianensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Oenocarpus bacaba,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Lacunaria crenata,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Matayba scrobiculata,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Cayaponia ophthalmica,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Doliocarpus paraensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Coussapoa angustifolia,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Styrax guyanensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Orthomene schomburgkii,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Davilla kunthii,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Anomospermum chloranthum,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Jacaratia spinosa,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Coussapoa latifolia,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Guarea silvatica,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Brosimum caniceps,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Posoqueria latifolia,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Oenocarpus bacaba,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Chromolucuma congestifolia,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Oreopanax capitatus,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Doliocarpus paraensis,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Spondias mombin,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Minquartia guianensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Cayaponia ophthalmica,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Styrax guyanensis,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Herrania kanukuensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Sarcomphalus cinnamomum,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Spondias mombin,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Eugenia coffeifolia,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Alchorneopsis floribunda,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Maquira guianensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Oenocarpus bacaba,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Sterculia speciosa,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Coussapoa angustifolia,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Ocotea floribunda,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Styrax guyanensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Brosimum caniceps,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Sarcomphalus cinnamomum,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Matayba scrobiculata,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Doliocarpus paraensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Chromolucuma congestifolia,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Psychotria carthagenensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Cecropia obtusa,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Isertia coccinea,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Jacaratia spinosa,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Jacaratia spinosa,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Sterculia speciosa,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Herrania kanukuensis,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Lacunaria crenata,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Lacunaria crenata,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Guarea silvatica,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Orthomene schomburgkii,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Posoqueria latifolia,Sapajus apella,1.0505989464593764e-06,4.03333,-52.66666
Isertia coccinea,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Unonopsis guatterioides,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Guarea silvatica,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Coussapoa angustifolia,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Davilla kunthii,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Ocotea floribunda,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Orthomene schomburgkii,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Sterculia speciosa,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Unonopsis guatterioides,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Trichilia septentrionalis,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Eugenia coffeifolia,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Unonopsis guatterioides,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Posoqueria latifolia,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Psychotria carthagenensis,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Isertia coccinea,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Cecropia obtusa,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Coussapoa latifolia,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Euterpe oleracea,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Goupia glabra,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Minquartia guianensis,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Coussapoa latifolia,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Goupia glabra,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Euterpe oleracea,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Brosimum caniceps,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Hieronyma alchorneoides,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Anomospermum chloranthum,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Matayba scrobiculata,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Euterpe oleracea,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Eugenia coffeifolia,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Chromolucuma congestifolia,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Sarcomphalus cinnamomum,Ateles paniscus,5.252994732296882e-07,4.03333,-52.66666
Alchorneopsis floribunda,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Oreopanax capitatus,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Psychotria carthagenensis,Sapajus apella,5.252994732296882e-07,4.03333,-52.66666
Davilla kunthii,Alouatta macconnelli,5.252994732296882e-07,4.03333,-52.66666
Solanum leucocarpon,Artibeus lituratus,5.252994732296882e-07,5.36,-53.1
Cecropia obtusa,Carollia perspicillata,1.0505989464593764e-06,5.36,-53.1
Solanum subinerme,Dermanura cinerea,1.0505989464593764e-06,5.36,-53.1
Cecropia obtusa,Sturnira lilium,1.5758984196890648e-06,5.36,-53.1
Cecropia obtusa,Dermanura cinerea,1.0505989464593764e-06,5.36,-53.1
Solanum subinerme,Carollia perspicillata,2.1011978929187528e-06,5.36,-53.1
Cecropia obtusa,Artibeus lituratus,3.1517968393781296e-06,5.36,-53.1
Solanum leucocarpon,Sturnira lilium,5.252994732296882e-07,5.36,-53.1
Solanum subinerme,Sturnira lilium,1.5758984196890648e-06,5.36,-53.1
Solanum subinerme,Artibeus lituratus,1.0505989464593764e-06,5.36,-53.1
Solanum rugosum,Sturnira lilium,3.1517968393781296e-06,5.36,-53.1
Solanum leucocarpon,Carollia perspicillata,5.252994732296882e-07,5.36,-53.1
Solanum rugosum,Dermanura cinerea,1.5758984196890648e-06,5.36,-53.1
Solanum leucocarpon,Dermanura cinerea,5.252994732296882e-07,5.36,-53.1
Duguetia eximia,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Renealmia guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Geonoma deversa,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Sacoglottis guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Matayba scrobiculata,Crax alector,5.252994732296882e-07,4.03333,-52.7
Virola surinamensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Geonoma deversa,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Casearia bicolor,Crax alector,5.252994732296882e-07,4.03333,-52.7
Oreopanax capitatus,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Coussapoa latifolia,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Licania laxiflora,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Coussapoa microcephala,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Naucleopsis guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Faramea guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Abuta grandifolia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Poraqueiba guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Coussapoa latifolia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eugenia coffeifolia,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Helicostylis tomentosa,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Paullinia plagioptera,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Margaritaria nobilis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Bactris gastoniana,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ocotea floribunda,Crax alector,5.252994732296882e-07,4.03333,-52.7
Trichilia septentrionalis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Eugenia patrisii,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Cecropia obtusa,Crax alector,5.252994732296882e-07,4.03333,-52.7
Sacoglottis guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola kwatae,Crax alector,5.252994732296882e-07,4.03333,-52.7
Psychotria carthagenensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Parkia ulei,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola michelii,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ardisia guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Nectandra globosa,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Guarea kunthiana,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ocotea floribunda,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Bactris acanthocarpoides,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Duguetia eximia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Iryanthera sagotiana,Crax alector,5.252994732296882e-07,4.03333,-52.7
Virola multicostata,Crax alector,5.252994732296882e-07,4.03333,-52.7
Drypetes variabilis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Drypetes fanshawei,Crax alector,5.252994732296882e-07,4.03333,-52.7
Virola sebifera,Crax alector,5.252994732296882e-07,4.03333,-52.7
Licania laxiflora,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Coussapoa microcephala,Crax alector,5.252994732296882e-07,4.03333,-52.7
Bactris acanthocarpoides,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Coussapoa latifolia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Eugenia patrisii,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eumachia kappleri,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Psychotria oblonga,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Goupia glabra,Crax alector,5.252994732296882e-07,4.03333,-52.7
Cayaponia ophthalmica,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Eumachia guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Sacoglottis guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Virola multicostata,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Paullinia alata,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Quararibea duckei,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Geonoma deversa,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Ephedranthus guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Abuta grandifolia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Protium subserratum,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Guarea kunthiana,Crax alector,5.252994732296882e-07,4.03333,-52.7
Protium tenuifolium,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Ocotea floribunda,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Geonoma deversa,Crax alector,5.252994732296882e-07,4.03333,-52.7
Goupia glabra,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Faramea lourteigiana,Crax alector,5.252994732296882e-07,4.03333,-52.7
Quararibea duckei,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Brosimum parinarioides,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Psychotria carthagenensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Nectandra globosa,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Eumachia kappleri,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ephedranthus guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Virola surinamensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Unonopsis guatterioides,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Abuta grandifolia,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Faramea lourteigiana,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Faramea lourteigiana,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Protium tenuifolium,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Guarea guidonia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Paullinia alata,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Nectandra globosa,Crax alector,5.252994732296882e-07,4.03333,-52.7
Virola kwatae,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Margaritaria nobilis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Bactris gastoniana,Crax alector,5.252994732296882e-07,4.03333,-52.7
Licania laxiflora,Crax alector,5.252994732296882e-07,4.03333,-52.7
Protium tenuifolium,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Geonoma stricta,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola michelii,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Naucleopsis guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Hieronyma alchorneoides,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Protium subserratum,Crax alector,5.252994732296882e-07,4.03333,-52.7
Psychotria bahiensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eugenia coffeifolia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Coussapoa latifolia,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Guarea kunthiana,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Ficus leiophylla,Crax alector,5.252994732296882e-07,4.03333,-52.7
Casearia bicolor,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Marcgravia coriacea,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola sebifera,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Goeppertia elliptica,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Eumachia guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Paullinia plagioptera,Crax alector,5.252994732296882e-07,4.03333,-52.7
Faramea guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Humiria,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Virola multicostata,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Brosimum parinarioides,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Helicostylis tomentosa,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Drypetes fanshawei,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Pouteria bilocularis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Stenostomum acreanum,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eumachia kappleri,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Goeppertia elliptica,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Stenostomum acreanum,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Trichilia septentrionalis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Casearia bicolor,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Guarea guidonia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Psychotria oblonga,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Renealmia guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Brosimum parinarioides,Crax alector,5.252994732296882e-07,4.03333,-52.7
Ficus leiophylla,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Sacoglottis guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Faramea lourteigiana,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Cayaponia ophthalmica,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Minquartia guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Psychotria oblonga,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Eugenia patrisii,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Sacoglottis cydonioides,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Sacoglottis cydonioides,Crax alector,5.252994732296882e-07,4.03333,-52.7
Parkia ulei,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Cayaponia ophthalmica,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Trichilia septentrionalis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Symphonia globulifera,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ficus leiophylla,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Minquartia guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Poraqueiba guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Brosimum parinarioides,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Paullinia alata,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eumachia kappleri,Crax alector,5.252994732296882e-07,4.03333,-52.7
Humiria,Crax alector,5.252994732296882e-07,4.03333,-52.7
Drypetes fanshawei,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Ephedranthus guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Bactris acanthocarpoides,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Guarea gomma,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola sebifera,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Unonopsis guatterioides,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Sacoglottis cydonioides,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ocotea floribunda,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Stenostomum acreanum,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Unonopsis guatterioides,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Virola michelii,Crax alector,5.252994732296882e-07,4.03333,-52.7
Protium subserratum,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ardisia guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Renealmia guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Symphonia globulifera,Crax alector,5.252994732296882e-07,4.03333,-52.7
Cecropia obtusa,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Brosimum rubescens,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Goeppertia elliptica,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Psychotria bahiensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Paullinia plagioptera,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Symphonia globulifera,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Sarcomphalus cinnamomum,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Licania laxiflora,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Xylopia nitida,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Matayba scrobiculata,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Guarea gomma,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Stenostomum acreanum,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Bactris gastoniana,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Cecropia,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Guarea gomma,Crax alector,5.252994732296882e-07,4.03333,-52.7
Poraqueiba guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Ficus leiophylla,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Psychotria carthagenensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Virola multicostata,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Iryanthera sagotiana,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Guarea gomma,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Cecropia obtusa,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Unonopsis guatterioides,Crax alector,5.252994732296882e-07,4.03333,-52.7
Oenocarpus bacaba,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Marcgravia coriacea,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Protium subserratum,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Drypetes fanshawei,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Abuta grandifolia,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Humiria,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Psychotria bahiensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Pouteria bilocularis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Psychotria carthagenensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Eumachia guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Paullinia alata,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Oenocarpus bacaba,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Duguetia eximia,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Xylopia nitida,Crax alector,5.252994732296882e-07,4.03333,-52.7
Hieronyma alchorneoides,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Faramea guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Nectandra globosa,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Oreopanax capitatus,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Brosimum rubescens,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Pouteria bilocularis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Cecropia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Tetragastris altissima,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Duguetia eximia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Cayaponia ophthalmica,Crax alector,5.252994732296882e-07,4.03333,-52.7
Parkia ulei,Crax alector,5.252994732296882e-07,4.03333,-52.7
Dussia discolor,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Oreopanax capitatus,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Coussapoa microcephala,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Faramea guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Dussia discolor,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Minquartia guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Guarea kunthiana,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Renealmia guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Helicostylis tomentosa,Crax alector,5.252994732296882e-07,4.03333,-52.7
Ephedranthus guianensis,Crax alector,5.252994732296882e-07,4.03333,-52.7
Cecropia obtusa,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Marcgravia coriacea,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Eugenia coffeifolia,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Protium tenuifolium,Crax alector,5.252994732296882e-07,4.03333,-52.7
Sarcomphalus cinnamomum,Crax alector,5.252994732296882e-07,4.03333,-52.7
Geonoma stricta,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Naucleopsis guianensis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Sarcomphalus cinnamomum,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Iryanthera sagotiana,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Paullinia plagioptera,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Virola sebifera,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Pouteria bilocularis,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Quararibea duckei,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Virola surinamensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Virola surinamensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Bactris acanthocarpoides,Crax alector,5.252994732296882e-07,4.03333,-52.7
Margaritaria nobilis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Tetragastris altissima,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Coussapoa microcephala,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Cecropia,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Ardisia guianensis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Hieronyma alchorneoides,Crax alector,5.252994732296882e-07,4.03333,-52.7
Brosimum rubescens,Crax alector,5.252994732296882e-07,4.03333,-52.7
Geonoma stricta,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eugenia coffeifolia,Crax alector,5.252994732296882e-07,4.03333,-52.7
Quararibea duckei,Crax alector,5.252994732296882e-07,4.03333,-52.7
Margaritaria nobilis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Virola kwatae,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Sacoglottis cydonioides,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Oenocarpus bacaba,Crax alector,5.252994732296882e-07,4.03333,-52.7
Drypetes variabilis,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Tetragastris altissima,Crax alector,5.252994732296882e-07,4.03333,-52.7
Dussia discolor,Psophia crepitans,5.252994732296882e-07,4.03333,-52.7
Marcgravia coriacea,Crax alector,5.252994732296882e-07,4.03333,-52.7
Eumachia guianensis,Penelope marail,5.252994732296882e-07,4.03333,-52.7
Euterpe oleracea,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Humiria,Tinamus major,5.252994732296882e-07,4.03333,-52.7
Goupia glabra,Tinamus major,5.252994732296882e-07,4.03333,-52.7
